record_id,animal_id,farm_id,species,breed,age,weight,health_status,vaccination_history,medication_history,weather_data,temperature,humidity,precipitation,predicted_health_risk,recommended_action,_fivetran_deleted,_fivetran_synced
759bf671-f0a3-4fb5-902c-09172f24e7a1,ANIMAL_000403,FARM_000014,Pigs,Hampshire,2,390.98,Recovering,Overdue,None,Cloudy,1.11,68.18,69.6,0.08,Administer medication,false,2025-08-25 12:17:22.256000 UTC
11668639-928b-4617-b00d-3a6e5e2d0b62,ANIMAL_000391,FARM_000014,Pigs,Mangalitsa,5,455.18,Healthy,Not vaccinated,Previous,Cloudy,11.89,43.61,59.25,0.71,Administer medication,false,2025-08-25 12:17:22.255000 UTC
ec10ec42-e642-4f4a-a1ba-4f84617952ee,ANIMAL_000395,FARM_000014,Pigs,Duroc,1,240.22,Healthy,Up-to-date,Previous,Sunny,35.58,54.01,33.76,0.25,Administer medication,false,2025-08-25 12:17:22.257000 UTC
91c954f5-ef13-44ca-884b-7621f4e4b747,ANIMAL_000392,FARM_000014,Pigs,Landrace,5,221,Recovering,Overdue,None,Rainy,-8.81,84.4,91.04,0.67,Administer medication,false,2025-08-25 12:17:22.256000 UTC
83e32f3d-b646-4f1c-bc22-fa94d1b56b21,ANIMAL_000399,FARM_000014,Pigs,Chester White,7,571.64,Sick,Not vaccinated,None,Snowy,0.01,48.21,86.34,0.36,Administer medication,false,2025-08-25 12:17:22.256000 UTC
c039c4a1-5d85-4783-a890-78fa4bc7e24e,ANIMAL_000388,FARM_000014,Pigs,Berkshire,5,296.98,Healthy,Not vaccinated,Current,Sunny,-14.02,51.54,66.12,0.35,Administer medication,false,2025-08-25 12:17:22.256000 UTC
decc4d03-c293-4ad6-b994-0dee014c115a,ANIMAL_000386,FARM_000014,Pigs,Mangalitsa,1,446.27,Sick,Not vaccinated,Previous,Snowy,2.84,90.46,35.74,0.53,Administer medication,false,2025-08-25 12:17:22.257000 UTC
85607b36-e019-447e-ae60-c240f336ddfd,ANIMAL_000407,FARM_000014,Pigs,Landrace,7,458.36,Sick,Overdue,Previous,Cloudy,10.08,9.07,39.03,0.45,Administer medication,false,2025-08-25 12:17:22.256000 UTC
78a15a38-51dc-43e3-b466-f6866c06b594,ANIMAL_000421,FARM_000015,Beef Cattle,Angus,1,1693.54,Injured,Up-to-date,None,Sunny,37.64,35.93,78.71,0.14,Administer medication,false,2025-08-25 12:17:22.256000 UTC
1cde403c-7e93-4771-95fc-2d2535b6251b,ANIMAL_000436,FARM_000015,Beef Cattle,Charolais,2,1655.23,Sick,Up-to-date,Previous,Rainy,-1.46,99.58,47.53,0.12,Administer medication,false,2025-08-25 12:17:22.255000 UTC
035c39aa-0620-475c-85a5-402840a54da0,ANIMAL_000423,FARM_000015,Beef Cattle,Limousin,5,2346.98,Healthy,Overdue,Current,Sunny,17.53,63.28,53.58,0.71,Administer medication,false,2025-08-25 12:17:22.254000 UTC
ae2c213f-88fd-48ff-b57d-0da1aa3bb079,ANIMAL_000435,FARM_000015,Beef Cattle,Texas Longhorn,7,2191.48,Recovering,Overdue,Current,Snowy,31.76,44.93,80.12,0.41,Administer medication,false,2025-08-25 12:17:22.256000 UTC
d8257cfe-661d-4096-abe2-b620dfd72246,ANIMAL_000433,FARM_000015,Beef Cattle,Texas Longhorn,2,1691.48,Sick,Overdue,None,Sunny,12.48,53.39,33.68,0.95,Administer medication,false,2025-08-25 12:17:22.257000 UTC
6f011e43-e1b7-4904-b0b3-6281e5b570e8,ANIMAL_000420,FARM_000015,Beef Cattle,Wagyu,10,1555.79,Deceased,Overdue,None,Cloudy,2.93,63.06,84.73,0.82,Administer medication,false,2025-08-25 12:17:22.256000 UTC
8dcaf4e9-2bf1-4a5b-ba17-781587b07388,ANIMAL_000424,FARM_000015,Beef Cattle,Texas Longhorn,8,2296.46,Sick,Overdue,Previous,Rainy,-6.35,73.53,28.74,0.13,Administer medication,false,2025-08-25 12:17:22.256000 UTC
59fe00e2-1f96-4305-9487-9e3d23a552b8,ANIMAL_000431,FARM_000015,Beef Cattle,Wagyu,4,2384.74,Sick,Overdue,Previous,Snowy,-7.59,54.06,84.42,0.94,Administer medication,false,2025-08-25 12:17:22.255000 UTC
e8b11d35-00f3-4875-ac45-56ab414d451e,ANIMAL_000442,FARM_000016,Goats,Saanen,1,86.07,Healthy,Overdue,Previous,Cloudy,-11.29,80.71,43.29,0.3,Administer medication,false,2025-08-25 12:17:22.257000 UTC
bdb72d30-c94c-4181-adba-074bcf4bf237,ANIMAL_000447,FARM_000016,Goats,Nubian,1,84.57,Injured,Up-to-date,Current,Snowy,36.92,14.9,45.32,0.05,Administer medication,false,2025-08-25 12:17:22.256000 UTC
854278d1-ae8c-451c-b7cb-cda299e5ca1b,ANIMAL_000452,FARM_000016,Goats,Angora,5,72.14,Healthy,Not vaccinated,Current,Snowy,25.93,65.38,86.27,0.49,Administer medication,false,2025-08-25 12:17:22.256000 UTC
248cba23-5cc4-4034-a3d0-d1d66403c91f,ANIMAL_000448,FARM_000016,Goats,Oberhasli,4,179.86,Recovering,Not vaccinated,Previous,Sunny,-12.9,57.93,76.34,0.89,Administer medication,false,2025-08-25 12:17:22.255000 UTC
b646d8fd-9f7e-4c90-a6d2-60c00b2772e4,ANIMAL_000443,FARM_000016,Goats,Boer,4,163.13,Healthy,Up-to-date,Previous,Snowy,35.98,66.73,53.99,0.49,Administer medication,false,2025-08-25 12:17:22.256000 UTC
f13b2b2c-bb41-4f0d-bd37-c357f04d32af,ANIMAL_000471,FARM_000017,Sheep,Dorset,1,200.5,Recovering,Overdue,Previous,Windy,1.56,42.62,43.54,0.8,Administer medication,false,2025-08-25 12:17:22.257000 UTC
a814fae8-2f09-472c-831e-028edff0c304,ANIMAL_000460,FARM_000017,Sheep,Southdown,3,250.75,Recovering,Overdue,None,Snowy,-3.57,30.73,61.44,0.78,Administer medication,false,2025-08-25 12:17:22.256000 UTC
5634ba25-7059-441c-8cff-4406fe3e4e53,ANIMAL_000478,FARM_000017,Sheep,Corriedale,7,222.93,Healthy,Not vaccinated,Previous,Sunny,31.13,13.73,64.6,0.89,Administer medication,false,2025-08-25 12:17:22.255000 UTC
a11c1d8a-303f-4bfc-9599-e630c465dbf6,ANIMAL_000476,FARM_000017,Sheep,Romney,7,283.23,Recovering,Not vaccinated,Previous,Sunny,22.72,97.59,41.24,0.54,Administer medication,false,2025-08-25 12:17:22.256000 UTC
fabda341-5d48-41c5-bfdd-3192f54b93e6,ANIMAL_000466,FARM_000017,Sheep,Merino,6,238.55,Injured,Not vaccinated,None,Windy,-3.99,10.63,36.43,0.46,Administer medication,false,2025-08-25 12:17:22.257000 UTC
8725155d-f8ca-4e65-a648-5ca706219d52,ANIMAL_000486,FARM_000017,Sheep,Corriedale,10,194.17,Injured,Up-to-date,None,Snowy,4.78,41.52,46.42,0.56,Administer medication,false,2025-08-25 12:17:22.256000 UTC
0e773154-84aa-49f5-a5cc-0e0478d561ec,ANIMAL_000458,FARM_000017,Sheep,Corriedale,7,152.16,Recovering,Not vaccinated,Current,Rainy,33.65,17.22,93.72,0.57,Administer medication,false,2025-08-25 12:17:22.255000 UTC
490ea554-458a-4a6e-b95f-73faa829d966,ANIMAL_000488,FARM_000018,Chickens,Wyandotte,6,8.98,Injured,Up-to-date,Previous,Rainy,39.29,55.34,43.61,0.56,Administer medication,false,2025-08-25 12:17:22.255000 UTC
ae30ade5-ef81-4cc2-be8e-66dc1fd83d3b,ANIMAL_000494,FARM_000018,Chickens,Leghorn,10,7.02,Sick,Not vaccinated,None,Sunny,9.4,61.24,80.35,0.19,Administer medication,false,2025-08-25 12:17:22.256000 UTC
657df32e-80c5-4a5f-8606-c9db6efde79d,ANIMAL_000509,FARM_000018,Chickens,Wyandotte,4,7.59,Deceased,Overdue,None,Rainy,11.24,52.31,9.03,0.04,Administer medication,false,2025-08-25 12:17:22.256000 UTC
9876529a-006c-4e1b-8819-4563ae85a541,ANIMAL_000502,FARM_000018,Chickens,Wyandotte,6,4.35,Healthy,Overdue,None,Rainy,-1.23,88.69,8.39,0.25,Administer medication,false,2025-08-25 12:17:22.256000 UTC
8a5c4937-652b-4998-aef4-3395aeb94a8c,ANIMAL_000497,FARM_000018,Chickens,Wyandotte,2,8.08,Injured,Overdue,Current,Windy,-5.19,48.7,85.25,0.12,Administer medication,false,2025-08-25 12:17:22.256000 UTC
8e467bea-1dbe-483e-98d8-bd0e4dbec1cc,ANIMAL_000504,FARM_000018,Chickens,Leghorn,2,7.68,Recovering,Overdue,None,Cloudy,24.55,80.74,86.72,0.89,Administer medication,false,2025-08-25 12:17:22.256000 UTC
87242647-1cc4-4556-9c35-67870e494fc3,ANIMAL_000492,FARM_000018,Chickens,Leghorn,4,10.86,Healthy,Overdue,None,Windy,39.14,10,13.64,0.05,Administer medication,false,2025-08-25 12:17:22.256000 UTC
1e999d7c-1b2c-47b4-870c-ff1a282ee4ee,ANIMAL_000516,FARM_000018,Chickens,Sussex,5,10.26,Sick,Up-to-date,Previous,Cloudy,24.11,95.03,52.2,0.26,Administer medication,false,2025-08-25 12:17:22.255000 UTC
8aad780d-fef2-463b-a758-60cf215771ea,ANIMAL_000501,FARM_000018,Chickens,Rhode Island Red,4,8.15,Healthy,Up-to-date,Previous,Snowy,2.82,65.18,85.96,0.79,Administer medication,false,2025-08-25 12:17:22.256000 UTC
23e4225e-aaab-4367-ad42-48d467ec507f,ANIMAL_000506,FARM_000018,Chickens,Sussex,2,4.85,Sick,Overdue,None,Cloudy,11.51,69.24,40.7,0.81,Administer medication,false,2025-08-25 12:17:22.255000 UTC
2c7554bb-31cd-4faf-8b18-71b5a111cd9d,ANIMAL_000522,FARM_000019,Horses,Friesian,3,949.82,Healthy,Not vaccinated,None,Sunny,3.88,11.75,23.81,0.09,Administer medication,false,2025-08-25 12:17:22.255000 UTC
c6f96d4b-8916-4d8a-baba-32f124eb6004,ANIMAL_000519,FARM_000019,Horses,Mustang,10,1798.1,Sick,Up-to-date,None,Sunny,17.84,34.79,93.16,0.17,Administer medication,false,2025-08-25 12:17:22.256000 UTC
fc2af200-2e41-4fac-a14e-52e441ca42d1,ANIMAL_000523,FARM_000019,Horses,Paint Horse,8,1278.98,Healthy,Up-to-date,Previous,Snowy,-1.73,53.02,12.23,0.31,Administer medication,false,2025-08-25 12:17:22.257000 UTC
374a54d0-9d36-47d7-b4bf-dacffbdf8a59,ANIMAL_000526,FARM_000019,Horses,Friesian,10,1928.04,Injured,Up-to-date,None,Rainy,5.35,76.11,58.43,0.61,Administer medication,false,2025-08-25 12:17:22.255000 UTC
72aa0eab-b5c5-408e-a27e-d59c4c896281,ANIMAL_000520,FARM_000019,Horses,Friesian,3,1720.38,Recovering,Not vaccinated,None,Windy,-17.04,0.46,25.18,0.14,Administer medication,false,2025-08-25 12:17:22.256000 UTC
fab17310-ce31-4ebe-b65c-26edc75788ed,ANIMAL_000538,FARM_000020,Goats,Saanen,5,181.75,Injured,Up-to-date,Current,Snowy,-11.88,67.01,37.47,0.75,Administer medication,false,2025-08-25 12:17:22.257000 UTC
312b1df1-2606-40d0-8f8d-de317e2bf92a,ANIMAL_000535,FARM_000020,Goats,Oberhasli,8,118.85,Deceased,Not vaccinated,Current,Rainy,26.72,96.86,25.43,0.83,Administer medication,false,2025-08-25 12:17:22.255000 UTC
0af33845-bdcf-46af-b08a-99e683b8af9e,ANIMAL_000539,FARM_000020,Goats,LaMancha,10,186.95,Sick,Up-to-date,Previous,Cloudy,4.81,4.31,94.87,0.59,Administer medication,false,2025-08-25 12:17:22.255000 UTC
18bd3fa1-15d6-413e-8d17-894de8258f78,ANIMAL_000532,FARM_000020,Goats,Oberhasli,3,167.22,Deceased,Overdue,Current,Windy,7.1,19.37,17.52,0.41,Administer medication,false,2025-08-25 12:17:22.255000 UTC
102873f1-61f3-4c1c-a717-af9d9e252ede,ANIMAL_000534,FARM_000020,Goats,Oberhasli,2,150.42,Healthy,Overdue,Current,Snowy,-13.21,68.52,43.95,0.38,Administer medication,false,2025-08-25 12:17:22.255000 UTC
c24dcee8-e1f0-4a7d-86c1-31f1c808a6cc,ANIMAL_000536,FARM_000020,Goats,Nubian,8,199,Sick,Not vaccinated,None,Windy,36.27,47.44,58.95,0.12,Administer medication,false,2025-08-25 12:17:22.256000 UTC
3fb05069-7096-4721-9ea2-0c8f7ba3f59f,ANIMAL_000540,FARM_000020,Goats,Boer,1,112.59,Sick,Overdue,Current,Sunny,7.05,64.49,31.65,0.49,Administer medication,false,2025-08-25 12:17:22.255000 UTC
68932694-6682-48ce-9269-21f3365919c6,ANIMAL_000566,FARM_000021,Chickens,Sussex,8,9.89,Sick,Up-to-date,Previous,Snowy,-10.99,22.07,38.85,0.54,Administer medication,false,2025-08-25 12:17:22.256000 UTC
d23d0948-27bf-4863-8466-e83f85ffaf88,ANIMAL_000549,FARM_000021,Chickens,Buff Orpington,6,9.55,Deceased,Overdue,None,Cloudy,27.79,17.59,2.11,0.23,Administer medication,false,2025-08-25 12:17:22.257000 UTC
7a4286f1-8333-42b2-a875-67b9a1e9d0e6,ANIMAL_000585,FARM_000021,Chickens,Rhode Island Red,6,5.87,Injured,Not vaccinated,None,Snowy,-5.73,17.12,47.11,0.05,Administer medication,false,2025-08-25 12:17:22.256000 UTC
a670b013-875f-4a03-941e-900d2a1477d2,ANIMAL_000587,FARM_000021,Chickens,Plymouth Rock,7,9.05,Recovering,Up-to-date,None,Snowy,8.54,88.64,84.12,0.56,Administer medication,false,2025-08-25 12:17:22.256000 UTC
1dbee92b-f8e3-4b55-850b-e4c9a9d4c507,ANIMAL_000574,FARM_000021,Chickens,Leghorn,9,3.44,Sick,Not vaccinated,Previous,Cloudy,17.59,13.64,21.04,0.97,Administer medication,false,2025-08-25 12:17:22.255000 UTC
34dc5176-fa2b-45d1-a4e8-813c287c25e8,ANIMAL_000546,FARM_000021,Chickens,Rhode Island Red,8,4.61,Healthy,Not vaccinated,None,Snowy,-5,4.33,36.3,0.41,Administer medication,false,2025-08-25 12:17:22.255000 UTC
2fa73ce5-99da-4d1b-a6c5-574299a1eb7e,ANIMAL_000550,FARM_000021,Chickens,Wyandotte,5,5,Recovering,Overdue,Current,Windy,23.1,78.55,96.68,0.89,Administer medication,false,2025-08-25 12:17:22.255000 UTC
191c0e01-d93f-4889-8b7d-298f63a12c1e,ANIMAL_000554,FARM_000021,Chickens,Marans,10,9.06,Sick,Not vaccinated,None,Rainy,1.78,72.14,94.08,0.25,Administer medication,false,2025-08-25 12:17:22.255000 UTC
c95d544d-4213-41a9-a5ea-0fb6a706a2c0,ANIMAL_000561,FARM_000021,Chickens,Brahma,8,11.44,Deceased,Overdue,None,Rainy,2.84,32.61,36.29,0.2,Administer medication,false,2025-08-25 12:17:22.256000 UTC
76af71ba-20b2-4814-9e7b-69e3751fb2c3,ANIMAL_000573,FARM_000021,Chickens,Brahma,2,9.33,Healthy,Overdue,None,Rainy,6.78,38.73,23.55,0.29,Administer medication,false,2025-08-25 12:17:22.256000 UTC
2610ea05-346a-4583-975c-5f784ce68b58,ANIMAL_000589,FARM_000021,Chickens,Leghorn,6,5.72,Recovering,Up-to-date,None,Sunny,-15.24,78.95,87.68,0.4,Administer medication,false,2025-08-25 12:17:22.255000 UTC
97c79628-f772-4039-9db5-ffdea5a477af,ANIMAL_000547,FARM_000021,Chickens,Leghorn,1,7.84,Sick,Overdue,Previous,Rainy,21.5,74.04,71.57,0.48,Administer medication,false,2025-08-25 12:17:22.256000 UTC
29aa1210-4f6d-47a4-8ffe-b62673aea409,ANIMAL_000545,FARM_000021,Chickens,Marans,8,6.13,Healthy,Not vaccinated,Current,Sunny,7.28,75.84,93.7,0.46,Administer medication,false,2025-08-25 12:17:22.255000 UTC
3d8ba536-0ca3-4028-812d-d04d725dbb57,ANIMAL_000588,FARM_000021,Chickens,Marans,7,5.89,Deceased,Not vaccinated,Previous,Cloudy,4.61,60.36,71.74,0.3,Administer medication,false,2025-08-25 12:17:22.255000 UTC
853169b5-2cd9-4640-b707-48e8c8acf2a4,ANIMAL_000617,FARM_000022,Sheep,Corriedale,9,293.56,Injured,Not vaccinated,Previous,Cloudy,-14.41,53.11,31.94,0.7,Administer medication,false,2025-08-25 12:17:22.256000 UTC
ab01ade1-7fa4-4a14-b504-bc1a5eb408f5,ANIMAL_000607,FARM_000022,Sheep,Dorset,5,129.84,Recovering,Overdue,Current,Windy,-9.31,89.18,31.37,0.6,Administer medication,false,2025-08-25 12:17:22.256000 UTC
552e1060-c6ef-4c23-ab1d-3716af71127b,ANIMAL_000606,FARM_000022,Sheep,Dorset,6,183.26,Deceased,Up-to-date,Previous,Rainy,5.02,57.95,62.83,0.46,Administer medication,false,2025-08-25 12:17:22.255000 UTC
cb5c1dab-ef6b-4055-8bae-2932795a10fe,ANIMAL_000616,FARM_000022,Sheep,Southdown,3,212.48,Healthy,Up-to-date,Current,Sunny,35.89,3.36,79.26,0.9,Administer medication,false,2025-08-25 12:17:22.257000 UTC
e7130e71-d528-490d-8e69-60b25d93b9dd,ANIMAL_000625,FARM_000023,Beef Cattle,Hereford,3,1129.45,Deceased,Overdue,Current,Rainy,-11.93,73.18,41.45,0.67,Administer medication,false,2025-08-25 12:17:22.257000 UTC
068c3d2b-b9d7-4346-a309-400f179d53a3,ANIMAL_000622,FARM_000023,Beef Cattle,Simmental,1,1905.39,Deceased,Not vaccinated,Current,Rainy,5.64,24.05,82.68,0.08,Administer medication,false,2025-08-25 12:17:22.255000 UTC
5dce0863-cbc2-4ea0-b121-de7424176f7e,ANIMAL_000627,FARM_000023,Beef Cattle,Simmental,6,1266.67,Injured,Not vaccinated,None,Snowy,-3.53,13.27,87.64,0.35,Administer medication,false,2025-08-25 12:17:22.255000 UTC
86da74f0-1411-4565-9669-0047564cae80,ANIMAL_000628,FARM_000023,Beef Cattle,Charolais,8,1375.85,Recovering,Overdue,None,Rainy,11.62,29.58,94.48,0.81,Administer medication,false,2025-08-25 12:17:22.256000 UTC
44c83245-bdf8-4858-a0e4-00005cb5bf75,ANIMAL_000635,FARM_000023,Beef Cattle,Limousin,2,1782.39,Recovering,Overdue,None,Cloudy,39.23,74.73,90.68,0.46,Administer medication,false,2025-08-25 12:17:22.255000 UTC
423c4d12-ed11-427a-aa9e-139bf4b58583,ANIMAL_000637,FARM_000023,Beef Cattle,Simmental,9,2217.26,Deceased,Overdue,None,Snowy,21.32,45.48,19.83,0.44,Administer medication,false,2025-08-25 12:17:22.255000 UTC
87ea7754-d49a-4e29-b07d-55af89817ea2,ANIMAL_000665,FARM_000024,Pigs,Yorkshire,6,425.01,Recovering,Not vaccinated,None,Rainy,18.25,61.91,41.83,0.07,Administer medication,false,2025-08-25 12:17:22.256000 UTC
f8be98c1-cdf5-4566-a501-779f9e77156e,ANIMAL_000653,FARM_000024,Pigs,Hampshire,6,413.46,Sick,Up-to-date,Previous,Rainy,22.52,54.24,71.36,0.21,Administer medication,false,2025-08-25 12:17:22.257000 UTC
91ed1480-c4b5-4ed8-9d4e-4c7a3259da19,ANIMAL_000672,FARM_000024,Pigs,Yorkshire,9,260.96,Sick,Overdue,Current,Snowy,-0.56,98.13,36.96,0.78,Administer medication,false,2025-08-25 12:17:22.256000 UTC
38139b39-5c7c-43de-a7bf-f6df3c0c2e4e,ANIMAL_000663,FARM_000024,Pigs,Mangalitsa,8,348.28,Deceased,Overdue,Current,Rainy,0.03,11.1,28.3,0.68,Administer medication,false,2025-08-25 12:17:22.255000 UTC
bddc3b9f-3331-4872-9d05-a603889f4830,ANIMAL_000674,FARM_000024,Pigs,Yorkshire,3,351.94,Sick,Overdue,None,Windy,21.15,11.36,45.82,0.68,Administer medication,false,2025-08-25 12:17:22.256000 UTC
e3b0ed23-c302-4e9b-956f-723f63e36e63,ANIMAL_000667,FARM_000024,Pigs,Chester White,8,258.37,Deceased,Overdue,Previous,Snowy,-7.93,17.53,14.59,0.07,Administer medication,false,2025-08-25 12:17:22.257000 UTC
e462564c-192a-4ef4-b6bb-2e634cc76835,ANIMAL_000666,FARM_000024,Pigs,Tamworth,10,288.51,Recovering,Not vaccinated,Previous,Rainy,-19.32,36.56,40.85,0.13,Administer medication,false,2025-08-25 12:17:22.257000 UTC
2fa57571-8abc-4a79-ab98-ccabc1a891f1,ANIMAL_000673,FARM_000024,Pigs,Berkshire,7,331.95,Injured,Up-to-date,Current,Snowy,-19.63,23.86,68.43,0.19,Administer medication,false,2025-08-25 12:17:22.255000 UTC
3ca25ab0-833f-4345-92a7-1f40c05c793b,ANIMAL_000669,FARM_000024,Pigs,Yorkshire,5,573.9,Healthy,Overdue,None,Rainy,27.41,6.7,26.18,0.57,Administer medication,false,2025-08-25 12:17:22.255000 UTC
988d8f0a-5e3e-4737-816f-dbee8e7de8f7,ANIMAL_000649,FARM_000024,Pigs,Berkshire,3,566.05,Deceased,Overdue,Previous,Rainy,17.91,3.27,92,0.36,Administer medication,false,2025-08-25 12:17:22.256000 UTC
b04645d6-3944-4380-a8a4-224d57f3ad50,ANIMAL_000662,FARM_000024,Pigs,Mangalitsa,5,565.73,Injured,Not vaccinated,None,Cloudy,4.84,88.8,99.52,0.57,Administer medication,false,2025-08-25 12:17:22.256000 UTC
7d935190-b74a-4dc3-9111-ebca3b9a6c51,ANIMAL_000647,FARM_000024,Pigs,Landrace,3,441.76,Injured,Overdue,Previous,Windy,13.76,89.34,71.86,0.23,Administer medication,false,2025-08-25 12:17:22.256000 UTC
bcb91d53-6104-4e61-9162-0f6715e92d46,ANIMAL_000682,FARM_000025,Beef Cattle,Hereford,9,1898.37,Healthy,Up-to-date,Previous,Sunny,20.35,35.27,73.61,0.64,Administer medication,false,2025-08-25 12:17:22.256000 UTC
8905a2bc-785f-4585-ab9d-87b34eb0aa0f,ANIMAL_000677,FARM_000025,Beef Cattle,Wagyu,3,1916.45,Deceased,Not vaccinated,Current,Cloudy,16.96,58.01,32.32,0.53,Administer medication,false,2025-08-25 12:17:22.256000 UTC
d0a71d42-475d-4769-b276-4f01efa4beb9,ANIMAL_000692,FARM_000025,Beef Cattle,Wagyu,3,1082.22,Deceased,Not vaccinated,None,Sunny,4.84,67.83,59.82,0.76,Administer medication,false,2025-08-25 12:17:22.257000 UTC
d15bd0ff-78f1-4b98-9eb6-8b97d1b110f1,ANIMAL_000676,FARM_000025,Beef Cattle,Wagyu,10,1699.02,Healthy,Not vaccinated,Previous,Cloudy,23.46,93.91,13.32,0.69,Administer medication,false,2025-08-25 12:17:22.257000 UTC
da997e73-d6f0-47e4-bcd0-7e73dbe0f215,ANIMAL_000702,FARM_000026,Beef Cattle,Texas Longhorn,9,1012.8,Injured,Not vaccinated,None,Rainy,33.28,45.79,58.05,0.03,Administer medication,false,2025-08-25 12:17:22.257000 UTC
eabb0984-0b9c-4511-83ac-b8b54e8f11fd,ANIMAL_000725,FARM_000026,Beef Cattle,Hereford,5,1737.04,Deceased,Overdue,Current,Snowy,-13.27,94.74,31.55,0.78,Administer medication,false,2025-08-25 12:17:22.257000 UTC
2b4e3c68-1881-4ff8-85e3-818400299a26,ANIMAL_000714,FARM_000026,Beef Cattle,Charolais,3,1384.64,Injured,Overdue,None,Rainy,25.09,29.32,87.17,0.59,Administer medication,false,2025-08-25 12:17:22.255000 UTC
a8b72bb9-cba9-4646-b45d-9c1ef6d2e514,ANIMAL_000729,FARM_000026,Beef Cattle,Hereford,10,1522.27,Deceased,Not vaccinated,Current,Snowy,6.63,64.61,85.3,0.58,Administer medication,false,2025-08-25 12:17:22.256000 UTC
53eb5bbd-1861-475c-a8d8-5556352c4ae6,ANIMAL_000734,FARM_000027,Chickens,Wyandotte,4,9.16,Sick,Not vaccinated,Current,Snowy,35.42,44.53,22.99,0.85,Administer medication,false,2025-08-25 12:17:22.255000 UTC
a9fbf33d-67a2-4bf0-9d68-f9ce4326e166,ANIMAL_000742,FARM_000027,Chickens,Plymouth Rock,2,3.51,Injured,Not vaccinated,Previous,Cloudy,20.6,76.97,35.65,0.68,Administer medication,false,2025-08-25 12:17:22.256000 UTC
42e76305-0fdf-44a6-aa5a-f5c767086027,ANIMAL_000000,FARM_000000,Beef Cattle,Brahman,5,1338.71,Healthy,Overdue,Previous,Snowy,8.15,68.71,97.32,0.87,Monitor closely,false,2025-08-25 12:17:22.255000 UTC
cc4970de-fe00-4040-a33b-d0efb45c8ac2,ANIMAL_000012,FARM_000000,Beef Cattle,Limousin,7,2383.66,Deceased,Overdue,Previous,Rainy,13.63,19.25,3.47,0.08,Monitor closely,false,2025-08-25 12:17:22.257000 UTC
1122a195-5428-45f0-aeb7-a5407e824b3b,ANIMAL_000005,FARM_000000,Beef Cattle,Limousin,8,1583.19,Deceased,Overdue,None,Rainy,-19.45,52.06,23.79,0.89,Monitor closely,false,2025-08-25 12:17:22.255000 UTC
0eb8c19b-a983-4c86-9927-6416e927988c,ANIMAL_000007,FARM_000000,Beef Cattle,Charolais,8,1119.86,Injured,Up-to-date,None,Sunny,-2.42,31.25,31.66,0.58,Monitor closely,false,2025-08-25 12:17:22.255000 UTC
2e91b1c2-a161-4e6f-af8a-af57f2b4df7e,ANIMAL_000011,FARM_000000,Beef Cattle,Texas Longhorn,9,1710.26,Deceased,Not vaccinated,Current,Sunny,4.7,32.09,56.25,0.42,Monitor closely,false,2025-08-25 12:17:22.255000 UTC
48fbe742-2598-4dec-aa16-17c1a0a22e87,ANIMAL_000014,FARM_000000,Beef Cattle,Brahman,6,1546.64,Sick,Not vaccinated,None,Windy,-10.2,31.91,34.38,0.68,Monitor closely,false,2025-08-25 12:17:22.255000 UTC
1bb8a902-910d-4ed8-9fea-6fc62d2a864f,ANIMAL_000013,FARM_000000,Beef Cattle,Simmental,8,1775.81,Healthy,Overdue,Current,Windy,3.69,27.66,31.69,0.77,Monitor closely,false,2025-08-25 12:17:22.255000 UTC
c4e9fbad-0d14-45a7-b395-8051ae14069c,ANIMAL_000043,FARM_000001,Chickens,Plymouth Rock,8,11.4,Deceased,Up-to-date,Current,Rainy,22.91,69.94,55.1,0.06,Monitor closely,false,2025-08-25 12:17:22.256000 UTC
a840540d-c609-42c7-83fc-568062a3b394,ANIMAL_000049,FARM_000001,Chickens,Brahma,6,4.72,Recovering,Overdue,Previous,Cloudy,-1.31,53.35,5.5,0.97,Monitor closely,false,2025-08-25 12:17:22.256000 UTC
a3ff8e85-3ca9-460d-9942-cf1401e3b8a8,ANIMAL_000025,FARM_000001,Chickens,Marans,7,9.62,Sick,Up-to-date,Current,Cloudy,-2.92,14.16,0.43,0.83,Monitor closely,false,2025-08-25 12:17:22.256000 UTC
fcec1862-f0d8-4b39-b6ca-cbb31d91be77,ANIMAL_000041,FARM_000001,Chickens,Leghorn,3,4.8,Deceased,Up-to-date,Current,Rainy,-13.86,59.28,90.02,0.64,Monitor closely,false,2025-08-25 12:17:22.257000 UTC
fc1c8d4b-a714-419c-b565-492da5576098,ANIMAL_000026,FARM_000001,Chickens,Wyandotte,3,5.99,Deceased,Overdue,None,Rainy,24.58,70.44,73.85,0.66,Monitor closely,false,2025-08-25 12:17:22.257000 UTC
8ce0babd-cf27-4cb4-82a4-c1aec3dcbe6e,ANIMAL_000039,FARM_000001,Chickens,Leghorn,3,5.64,Healthy,Overdue,Previous,Snowy,12.1,17.9,68.91,0.21,Monitor closely,false,2025-08-25 12:17:22.256000 UTC
0ecc72c6-24b0-45de-9ad1-13be1eb08e5f,ANIMAL_000062,FARM_000002,Pigs,Duroc,7,399.01,Healthy,Up-to-date,Previous,Rainy,30.49,22.38,31.78,0.31,Monitor closely,false,2025-08-25 12:17:22.255000 UTC
